,Ligand,Ar_X,Solvent,Base,Boronate,Yield,Product,rxn_SMILES
1445,CCCCP([C@@]12C[C@H]3C[C@@H](C1)C[C@@H](C2)C3)[C@@]45C[C@H]6C[C@@H](C4)C[C@@H](C5)C6,IC1=CC=C2N=CC=CC2=C1,CO,[OH-].[Na+],B(c1c(ccc2c1cnn2C3CCCCO3)C)(O)O,94.1500015258789,Cc3ccc1c(cnn1C2CCCCO2)c3c5ccc4ncccc4c5,IC1=CC=C2N=CC=CC2=C1.[OH-].[Na+].B(c1c(ccc2c1cnn2C3CCCCO3)C)(O)O.CCCCP([C@@]12C[C@H]3C[C@@H](C1)C[C@@H](C2)C3)[C@@]45C[C@H]6C[C@@H](C4)C[C@@H](C5)C6.[Pd].[O-]C(=O)C.[O-]C(=O)C.CO>>Cc3ccc1c(cnn1C2CCCCO2)c3c5ccc4ncccc4c5
1446,COc1cccc(c1c2ccccc2P(C3CCCCC3)C4CCCCC4)OC,IC1=CC=C2N=CC=CC2=C1,CO,[OH-].[Na+],B(c1c(ccc2c1cnn2C3CCCCO3)C)(O)O,90.26000213623047,Cc3ccc1c(cnn1C2CCCCO2)c3c5ccc4ncccc4c5,IC1=CC=C2N=CC=CC2=C1.[OH-].[Na+].B(c1c(ccc2c1cnn2C3CCCCO3)C)(O)O.COc1cccc(c1c2ccccc2P(C3CCCCC3)C4CCCCC4)OC.[Pd].[O-]C(=O)C.[O-]C(=O)C.CO>>Cc3ccc1c(cnn1C2CCCCO2)c3c5ccc4ncccc4c5
1447,CC(C)(C)P([C]1[CH][CH][CH][CH]1)C(C)(C)C.CC(C)(C)P([C]1[CH][CH][CH][CH]1)C(C)(C)C.[Fe],IC1=CC=C2N=CC=CC2=C1,CO,[OH-].[Na+],B(c1c(ccc2c1cnn2C3CCCCO3)C)(O)O,88.43000030517578,Cc3ccc1c(cnn1C2CCCCO2)c3c5ccc4ncccc4c5,IC1=CC=C2N=CC=CC2=C1.[OH-].[Na+].B(c1c(ccc2c1cnn2C3CCCCO3)C)(O)O.CC(C)(C)P([C]1[CH][CH][CH][CH]1)C(C)(C)C.CC(C)(C)P([C]1[CH][CH][CH][CH]1)C(C)(C)C.[Fe].[Pd].[O-]C(=O)C.[O-]C(=O)C.CO>>Cc3ccc1c(cnn1C2CCCCO2)c3c5ccc4ncccc4c5
1448,CC(C)c1cc(c(c(c1)C(C)C)c2ccccc2P(C3CCCCC3)C4CCCCC4)C(C)C,IC1=CC=C2N=CC=CC2=C1,CO,[OH-].[Na+],B(c1c(ccc2c1cnn2C3CCCCO3)C)(O)O,91.44999694824219,Cc3ccc1c(cnn1C2CCCCO2)c3c5ccc4ncccc4c5,IC1=CC=C2N=CC=CC2=C1.[OH-].[Na+].B(c1c(ccc2c1cnn2C3CCCCO3)C)(O)O.CC(C)c1cc(c(c(c1)C(C)C)c2ccccc2P(C3CCCCC3)C4CCCCC4)C(C)C.[Pd].[O-]C(=O)C.[O-]C(=O)C.CO>>Cc3ccc1c(cnn1C2CCCCO2)c3c5ccc4ncccc4c5
1449,c1ccc(cc1)P([c-]2cccc2)c3ccccc3.c1ccc(cc1)P([c-]2cccc2)c3ccccc3.[Fe+2],IC1=CC=C2N=CC=CC2=C1,CO,[OH-].[Na+],B(c1c(ccc2c1cnn2C3CCCCO3)C)(O)O,91.56999969482422,Cc3ccc1c(cnn1C2CCCCO2)c3c5ccc4ncccc4c5,IC1=CC=C2N=CC=CC2=C1.[OH-].[Na+].B(c1c(ccc2c1cnn2C3CCCCO3)C)(O)O.c1ccc(cc1)P([c-]2cccc2)c3ccccc3.c1ccc(cc1)P([c-]2cccc2)c3ccccc3.[Fe+2].[Pd].[O-]C(=O)C.[O-]C(=O)C.CO>>Cc3ccc1c(cnn1C2CCCCO2)c3c5ccc4ncccc4c5
1450,CC1(c2cccc(c2Oc3c1cccc3P(c4ccccc4)c5ccccc5)P(c6ccccc6)c7ccccc7)C,IC1=CC=C2N=CC=CC2=C1,CO,[OH-].[Na+],B(c1c(ccc2c1cnn2C3CCCCO3)C)(O)O,82.58999633789062,Cc3ccc1c(cnn1C2CCCCO2)c3c5ccc4ncccc4c5,IC1=CC=C2N=CC=CC2=C1.[OH-].[Na+].B(c1c(ccc2c1cnn2C3CCCCO3)C)(O)O.CC1(c2cccc(c2Oc3c1cccc3P(c4ccccc4)c5ccccc5)P(c6ccccc6)c7ccccc7)C.[Pd].[O-]C(=O)C.[O-]C(=O)C.CO>>Cc3ccc1c(cnn1C2CCCCO2)c3c5ccc4ncccc4c5
1451,Cc1ccccc1,IC1=CC=C2N=CC=CC2=C1,CO,[OH-].[Na+],B(c1c(ccc2c1cnn2C3CCCCO3)C)(O)O,90.05000305175781,Cc3ccc1c(cnn1C2CCCCO2)c3c5ccc4ncccc4c5,IC1=CC=C2N=CC=CC2=C1.[OH-].[Na+].B(c1c(ccc2c1cnn2C3CCCCO3)C)(O)O.Cc1ccccc1.[Pd].[O-]C(=O)C.[O-]C(=O)C.CO>>Cc3ccc1c(cnn1C2CCCCO2)c3c5ccc4ncccc4c5
1452,CC(C)(C)P(C(C)(C)C)C(C)(C)C,IC1=CC=C2N=CC=CC2=C1,CO,C(=O)(O)[O-].[Na+],B(c1c(ccc2c1cnn2C3CCCCO3)C)(O)O,71.72000122070312,Cc3ccc1c(cnn1C2CCCCO2)c3c5ccc4ncccc4c5,IC1=CC=C2N=CC=CC2=C1.C(=O)(O)[O-].[Na+].B(c1c(ccc2c1cnn2C3CCCCO3)C)(O)O.CC(C)(C)P(C(C)(C)C)C(C)(C)C.[Pd].[O-]C(=O)C.[O-]C(=O)C.CO>>Cc3ccc1c(cnn1C2CCCCO2)c3c5ccc4ncccc4c5
1453,c1ccc(cc1)P(c2ccccc2)c3ccccc3,IC1=CC=C2N=CC=CC2=C1,CO,C(=O)(O)[O-].[Na+],B(c1c(ccc2c1cnn2C3CCCCO3)C)(O)O,93.81999969482422,Cc3ccc1c(cnn1C2CCCCO2)c3c5ccc4ncccc4c5,IC1=CC=C2N=CC=CC2=C1.C(=O)(O)[O-].[Na+].B(c1c(ccc2c1cnn2C3CCCCO3)C)(O)O.c1ccc(cc1)P(c2ccccc2)c3ccccc3.[Pd].[O-]C(=O)C.[O-]C(=O)C.CO>>Cc3ccc1c(cnn1C2CCCCO2)c3c5ccc4ncccc4c5
1454,CC(C)(C)P(C1=CC=C(C=C1)N(C)C)C(C)(C)C.CC(C)(C)P(C1=CC=C(C=C1)N(C)C)C(C)(C)C.Cl[Pd]Cl,IC1=CC=C2N=CC=CC2=C1,CO,C(=O)(O)[O-].[Na+],B(c1c(ccc2c1cnn2C3CCCCO3)C)(O)O,92.5199966430664,Cc3ccc1c(cnn1C2CCCCO2)c3c5ccc4ncccc4c5,IC1=CC=C2N=CC=CC2=C1.C(=O)(O)[O-].[Na+].B(c1c(ccc2c1cnn2C3CCCCO3)C)(O)O.CC(C)(C)P(C1=CC=C(C=C1)N(C)C)C(C)(C)C.CC(C)(C)P(C1=CC=C(C=C1)N(C)C)C(C)(C)C.Cl[Pd]Cl.[Pd].[O-]C(=O)C.[O-]C(=O)C.CO>>Cc3ccc1c(cnn1C2CCCCO2)c3c5ccc4ncccc4c5
1455,C1CCC(CC1)P(C2CCCCC2)C3CCCCC3,IC1=CC=C2N=CC=CC2=C1,CO,C(=O)(O)[O-].[Na+],B(c1c(ccc2c1cnn2C3CCCCO3)C)(O)O,92.43000030517578,Cc3ccc1c(cnn1C2CCCCO2)c3c5ccc4ncccc4c5,IC1=CC=C2N=CC=CC2=C1.C(=O)(O)[O-].[Na+].B(c1c(ccc2c1cnn2C3CCCCO3)C)(O)O.C1CCC(CC1)P(C2CCCCC2)C3CCCCC3.[Pd].[O-]C(=O)C.[O-]C(=O)C.CO>>Cc3ccc1c(cnn1C2CCCCO2)c3c5ccc4ncccc4c5
1456,Cc1ccccc1P(c2ccccc2C)c3ccccc3C,IC1=CC=C2N=CC=CC2=C1,CO,C(=O)(O)[O-].[Na+],B(c1c(ccc2c1cnn2C3CCCCO3)C)(O)O,91.08000183105469,Cc3ccc1c(cnn1C2CCCCO2)c3c5ccc4ncccc4c5,IC1=CC=C2N=CC=CC2=C1.C(=O)(O)[O-].[Na+].B(c1c(ccc2c1cnn2C3CCCCO3)C)(O)O.Cc1ccccc1P(c2ccccc2C)c3ccccc3C.[Pd].[O-]C(=O)C.[O-]C(=O)C.CO>>Cc3ccc1c(cnn1C2CCCCO2)c3c5ccc4ncccc4c5
1457,CCCCP([C@@]12C[C@H]3C[C@@H](C1)C[C@@H](C2)C3)[C@@]45C[C@H]6C[C@@H](C4)C[C@@H](C5)C6,IC1=CC=C2N=CC=CC2=C1,CO,C(=O)(O)[O-].[Na+],B(c1c(ccc2c1cnn2C3CCCCO3)C)(O)O,93.12999725341797,Cc3ccc1c(cnn1C2CCCCO2)c3c5ccc4ncccc4c5,IC1=CC=C2N=CC=CC2=C1.C(=O)(O)[O-].[Na+].B(c1c(ccc2c1cnn2C3CCCCO3)C)(O)O.CCCCP([C@@]12C[C@H]3C[C@@H](C1)C[C@@H](C2)C3)[C@@]45C[C@H]6C[C@@H](C4)C[C@@H](C5)C6.[Pd].[O-]C(=O)C.[O-]C(=O)C.CO>>Cc3ccc1c(cnn1C2CCCCO2)c3c5ccc4ncccc4c5
1458,COc1cccc(c1c2ccccc2P(C3CCCCC3)C4CCCCC4)OC,IC1=CC=C2N=CC=CC2=C1,CO,C(=O)(O)[O-].[Na+],B(c1c(ccc2c1cnn2C3CCCCO3)C)(O)O,86.62999725341797,Cc3ccc1c(cnn1C2CCCCO2)c3c5ccc4ncccc4c5,IC1=CC=C2N=CC=CC2=C1.C(=O)(O)[O-].[Na+].B(c1c(ccc2c1cnn2C3CCCCO3)C)(O)O.COc1cccc(c1c2ccccc2P(C3CCCCC3)C4CCCCC4)OC.[Pd].[O-]C(=O)C.[O-]C(=O)C.CO>>Cc3ccc1c(cnn1C2CCCCO2)c3c5ccc4ncccc4c5
1459,CC(C)(C)P([C]1[CH][CH][CH][CH]1)C(C)(C)C.CC(C)(C)P([C]1[CH][CH][CH][CH]1)C(C)(C)C.[Fe],IC1=CC=C2N=CC=CC2=C1,CO,C(=O)(O)[O-].[Na+],B(c1c(ccc2c1cnn2C3CCCCO3)C)(O)O,75.01000213623047,Cc3ccc1c(cnn1C2CCCCO2)c3c5ccc4ncccc4c5,IC1=CC=C2N=CC=CC2=C1.C(=O)(O)[O-].[Na+].B(c1c(ccc2c1cnn2C3CCCCO3)C)(O)O.CC(C)(C)P([C]1[CH][CH][CH][CH]1)C(C)(C)C.CC(C)(C)P([C]1[CH][CH][CH][CH]1)C(C)(C)C.[Fe].[Pd].[O-]C(=O)C.[O-]C(=O)C.CO>>Cc3ccc1c(cnn1C2CCCCO2)c3c5ccc4ncccc4c5
1460,CC(C)c1cc(c(c(c1)C(C)C)c2ccccc2P(C3CCCCC3)C4CCCCC4)C(C)C,IC1=CC=C2N=CC=CC2=C1,CO,C(=O)(O)[O-].[Na+],B(c1c(ccc2c1cnn2C3CCCCO3)C)(O)O,86.36000061035156,Cc3ccc1c(cnn1C2CCCCO2)c3c5ccc4ncccc4c5,IC1=CC=C2N=CC=CC2=C1.C(=O)(O)[O-].[Na+].B(c1c(ccc2c1cnn2C3CCCCO3)C)(O)O.CC(C)c1cc(c(c(c1)C(C)C)c2ccccc2P(C3CCCCC3)C4CCCCC4)C(C)C.[Pd].[O-]C(=O)C.[O-]C(=O)C.CO>>Cc3ccc1c(cnn1C2CCCCO2)c3c5ccc4ncccc4c5
1461,c1ccc(cc1)P([c-]2cccc2)c3ccccc3.c1ccc(cc1)P([c-]2cccc2)c3ccccc3.[Fe+2],IC1=CC=C2N=CC=CC2=C1,CO,C(=O)(O)[O-].[Na+],B(c1c(ccc2c1cnn2C3CCCCO3)C)(O)O,89.62999725341797,Cc3ccc1c(cnn1C2CCCCO2)c3c5ccc4ncccc4c5,IC1=CC=C2N=CC=CC2=C1.C(=O)(O)[O-].[Na+].B(c1c(ccc2c1cnn2C3CCCCO3)C)(O)O.c1ccc(cc1)P([c-]2cccc2)c3ccccc3.c1ccc(cc1)P([c-]2cccc2)c3ccccc3.[Fe+2].[Pd].[O-]C(=O)C.[O-]C(=O)C.CO>>Cc3ccc1c(cnn1C2CCCCO2)c3c5ccc4ncccc4c5
1462,CC1(c2cccc(c2Oc3c1cccc3P(c4ccccc4)c5ccccc5)P(c6ccccc6)c7ccccc7)C,IC1=CC=C2N=CC=CC2=C1,CO,C(=O)(O)[O-].[Na+],B(c1c(ccc2c1cnn2C3CCCCO3)C)(O)O,53.619998931884766,Cc3ccc1c(cnn1C2CCCCO2)c3c5ccc4ncccc4c5,IC1=CC=C2N=CC=CC2=C1.C(=O)(O)[O-].[Na+].B(c1c(ccc2c1cnn2C3CCCCO3)C)(O)O.CC1(c2cccc(c2Oc3c1cccc3P(c4ccccc4)c5ccccc5)P(c6ccccc6)c7ccccc7)C.[Pd].[O-]C(=O)C.[O-]C(=O)C.CO>>Cc3ccc1c(cnn1C2CCCCO2)c3c5ccc4ncccc4c5
1463,Cc1ccccc1,IC1=CC=C2N=CC=CC2=C1,CO,C(=O)(O)[O-].[Na+],B(c1c(ccc2c1cnn2C3CCCCO3)C)(O)O,88.80000305175781,Cc3ccc1c(cnn1C2CCCCO2)c3c5ccc4ncccc4c5,IC1=CC=C2N=CC=CC2=C1.C(=O)(O)[O-].[Na+].B(c1c(ccc2c1cnn2C3CCCCO3)C)(O)O.Cc1ccccc1.[Pd].[O-]C(=O)C.[O-]C(=O)C.CO>>Cc3ccc1c(cnn1C2CCCCO2)c3c5ccc4ncccc4c5
1464,CC(C)(C)P(C(C)(C)C)C(C)(C)C,IC1=CC=C2N=CC=CC2=C1,CO,[F-].[Cs+],B(c1c(ccc2c1cnn2C3CCCCO3)C)(O)O,75.91000366210938,Cc3ccc1c(cnn1C2CCCCO2)c3c5ccc4ncccc4c5,IC1=CC=C2N=CC=CC2=C1.[F-].[Cs+].B(c1c(ccc2c1cnn2C3CCCCO3)C)(O)O.CC(C)(C)P(C(C)(C)C)C(C)(C)C.[Pd].[O-]C(=O)C.[O-]C(=O)C.CO>>Cc3ccc1c(cnn1C2CCCCO2)c3c5ccc4ncccc4c5
1465,c1ccc(cc1)P(c2ccccc2)c3ccccc3,IC1=CC=C2N=CC=CC2=C1,CO,[F-].[Cs+],B(c1c(ccc2c1cnn2C3CCCCO3)C)(O)O,89.29000091552734,Cc3ccc1c(cnn1C2CCCCO2)c3c5ccc4ncccc4c5,IC1=CC=C2N=CC=CC2=C1.[F-].[Cs+].B(c1c(ccc2c1cnn2C3CCCCO3)C)(O)O.c1ccc(cc1)P(c2ccccc2)c3ccccc3.[Pd].[O-]C(=O)C.[O-]C(=O)C.CO>>Cc3ccc1c(cnn1C2CCCCO2)c3c5ccc4ncccc4c5
1466,CC(C)(C)P(C1=CC=C(C=C1)N(C)C)C(C)(C)C.CC(C)(C)P(C1=CC=C(C=C1)N(C)C)C(C)(C)C.Cl[Pd]Cl,IC1=CC=C2N=CC=CC2=C1,CO,[F-].[Cs+],B(c1c(ccc2c1cnn2C3CCCCO3)C)(O)O,85.76000213623047,Cc3ccc1c(cnn1C2CCCCO2)c3c5ccc4ncccc4c5,IC1=CC=C2N=CC=CC2=C1.[F-].[Cs+].B(c1c(ccc2c1cnn2C3CCCCO3)C)(O)O.CC(C)(C)P(C1=CC=C(C=C1)N(C)C)C(C)(C)C.CC(C)(C)P(C1=CC=C(C=C1)N(C)C)C(C)(C)C.Cl[Pd]Cl.[Pd].[O-]C(=O)C.[O-]C(=O)C.CO>>Cc3ccc1c(cnn1C2CCCCO2)c3c5ccc4ncccc4c5
1467,C1CCC(CC1)P(C2CCCCC2)C3CCCCC3,IC1=CC=C2N=CC=CC2=C1,CO,[F-].[Cs+],B(c1c(ccc2c1cnn2C3CCCCO3)C)(O)O,88.01000213623047,Cc3ccc1c(cnn1C2CCCCO2)c3c5ccc4ncccc4c5,IC1=CC=C2N=CC=CC2=C1.[F-].[Cs+].B(c1c(ccc2c1cnn2C3CCCCO3)C)(O)O.C1CCC(CC1)P(C2CCCCC2)C3CCCCC3.[Pd].[O-]C(=O)C.[O-]C(=O)C.CO>>Cc3ccc1c(cnn1C2CCCCO2)c3c5ccc4ncccc4c5
1468,Cc1ccccc1P(c2ccccc2C)c3ccccc3C,IC1=CC=C2N=CC=CC2=C1,CO,[F-].[Cs+],B(c1c(ccc2c1cnn2C3CCCCO3)C)(O)O,88.5999984741211,Cc3ccc1c(cnn1C2CCCCO2)c3c5ccc4ncccc4c5,IC1=CC=C2N=CC=CC2=C1.[F-].[Cs+].B(c1c(ccc2c1cnn2C3CCCCO3)C)(O)O.Cc1ccccc1P(c2ccccc2C)c3ccccc3C.[Pd].[O-]C(=O)C.[O-]C(=O)C.CO>>Cc3ccc1c(cnn1C2CCCCO2)c3c5ccc4ncccc4c5
1469,CCCCP([C@@]12C[C@H]3C[C@@H](C1)C[C@@H](C2)C3)[C@@]45C[C@H]6C[C@@H](C4)C[C@@H](C5)C6,IC1=CC=C2N=CC=CC2=C1,CO,[F-].[Cs+],B(c1c(ccc2c1cnn2C3CCCCO3)C)(O)O,90.38999938964844,Cc3ccc1c(cnn1C2CCCCO2)c3c5ccc4ncccc4c5,IC1=CC=C2N=CC=CC2=C1.[F-].[Cs+].B(c1c(ccc2c1cnn2C3CCCCO3)C)(O)O.CCCCP([C@@]12C[C@H]3C[C@@H](C1)C[C@@H](C2)C3)[C@@]45C[C@H]6C[C@@H](C4)C[C@@H](C5)C6.[Pd].[O-]C(=O)C.[O-]C(=O)C.CO>>Cc3ccc1c(cnn1C2CCCCO2)c3c5ccc4ncccc4c5
1470,COc1cccc(c1c2ccccc2P(C3CCCCC3)C4CCCCC4)OC,IC1=CC=C2N=CC=CC2=C1,CO,[F-].[Cs+],B(c1c(ccc2c1cnn2C3CCCCO3)C)(O)O,65.5999984741211,Cc3ccc1c(cnn1C2CCCCO2)c3c5ccc4ncccc4c5,IC1=CC=C2N=CC=CC2=C1.[F-].[Cs+].B(c1c(ccc2c1cnn2C3CCCCO3)C)(O)O.COc1cccc(c1c2ccccc2P(C3CCCCC3)C4CCCCC4)OC.[Pd].[O-]C(=O)C.[O-]C(=O)C.CO>>Cc3ccc1c(cnn1C2CCCCO2)c3c5ccc4ncccc4c5
1471,CC(C)(C)P([C]1[CH][CH][CH][CH]1)C(C)(C)C.CC(C)(C)P([C]1[CH][CH][CH][CH]1)C(C)(C)C.[Fe],IC1=CC=C2N=CC=CC2=C1,CO,[F-].[Cs+],B(c1c(ccc2c1cnn2C3CCCCO3)C)(O)O,67.44999694824219,Cc3ccc1c(cnn1C2CCCCO2)c3c5ccc4ncccc4c5,IC1=CC=C2N=CC=CC2=C1.[F-].[Cs+].B(c1c(ccc2c1cnn2C3CCCCO3)C)(O)O.CC(C)(C)P([C]1[CH][CH][CH][CH]1)C(C)(C)C.CC(C)(C)P([C]1[CH][CH][CH][CH]1)C(C)(C)C.[Fe].[Pd].[O-]C(=O)C.[O-]C(=O)C.CO>>Cc3ccc1c(cnn1C2CCCCO2)c3c5ccc4ncccc4c5
1472,CC(C)c1cc(c(c(c1)C(C)C)c2ccccc2P(C3CCCCC3)C4CCCCC4)C(C)C,IC1=CC=C2N=CC=CC2=C1,CO,[F-].[Cs+],B(c1c(ccc2c1cnn2C3CCCCO3)C)(O)O,77.72000122070312,Cc3ccc1c(cnn1C2CCCCO2)c3c5ccc4ncccc4c5,IC1=CC=C2N=CC=CC2=C1.[F-].[Cs+].B(c1c(ccc2c1cnn2C3CCCCO3)C)(O)O.CC(C)c1cc(c(c(c1)C(C)C)c2ccccc2P(C3CCCCC3)C4CCCCC4)C(C)C.[Pd].[O-]C(=O)C.[O-]C(=O)C.CO>>Cc3ccc1c(cnn1C2CCCCO2)c3c5ccc4ncccc4c5
1473,c1ccc(cc1)P([c-]2cccc2)c3ccccc3.c1ccc(cc1)P([c-]2cccc2)c3ccccc3.[Fe+2],IC1=CC=C2N=CC=CC2=C1,CO,[F-].[Cs+],B(c1c(ccc2c1cnn2C3CCCCO3)C)(O)O,82.98999786376953,Cc3ccc1c(cnn1C2CCCCO2)c3c5ccc4ncccc4c5,IC1=CC=C2N=CC=CC2=C1.[F-].[Cs+].B(c1c(ccc2c1cnn2C3CCCCO3)C)(O)O.c1ccc(cc1)P([c-]2cccc2)c3ccccc3.c1ccc(cc1)P([c-]2cccc2)c3ccccc3.[Fe+2].[Pd].[O-]C(=O)C.[O-]C(=O)C.CO>>Cc3ccc1c(cnn1C2CCCCO2)c3c5ccc4ncccc4c5
1474,CC1(c2cccc(c2Oc3c1cccc3P(c4ccccc4)c5ccccc5)P(c6ccccc6)c7ccccc7)C,IC1=CC=C2N=CC=CC2=C1,CO,[F-].[Cs+],B(c1c(ccc2c1cnn2C3CCCCO3)C)(O)O,32.31999969482422,Cc3ccc1c(cnn1C2CCCCO2)c3c5ccc4ncccc4c5,IC1=CC=C2N=CC=CC2=C1.[F-].[Cs+].B(c1c(ccc2c1cnn2C3CCCCO3)C)(O)O.CC1(c2cccc(c2Oc3c1cccc3P(c4ccccc4)c5ccccc5)P(c6ccccc6)c7ccccc7)C.[Pd].[O-]C(=O)C.[O-]C(=O)C.CO>>Cc3ccc1c(cnn1C2CCCCO2)c3c5ccc4ncccc4c5
1475,Cc1ccccc1,IC1=CC=C2N=CC=CC2=C1,CO,[F-].[Cs+],B(c1c(ccc2c1cnn2C3CCCCO3)C)(O)O,75.06999969482422,Cc3ccc1c(cnn1C2CCCCO2)c3c5ccc4ncccc4c5,IC1=CC=C2N=CC=CC2=C1.[F-].[Cs+].B(c1c(ccc2c1cnn2C3CCCCO3)C)(O)O.Cc1ccccc1.[Pd].[O-]C(=O)C.[O-]C(=O)C.CO>>Cc3ccc1c(cnn1C2CCCCO2)c3c5ccc4ncccc4c5
1476,CC(C)(C)P(C(C)(C)C)C(C)(C)C,IC1=CC=C2N=CC=CC2=C1,CO,[O-]P(=O)([O-])[O-].[K+].[K+].[K+],B(c1c(ccc2c1cnn2C3CCCCO3)C)(O)O,91.29000091552734,Cc3ccc1c(cnn1C2CCCCO2)c3c5ccc4ncccc4c5,IC1=CC=C2N=CC=CC2=C1.[O-]P(=O)([O-])[O-].[K+].[K+].[K+].B(c1c(ccc2c1cnn2C3CCCCO3)C)(O)O.CC(C)(C)P(C(C)(C)C)C(C)(C)C.[Pd].[O-]C(=O)C.[O-]C(=O)C.CO>>Cc3ccc1c(cnn1C2CCCCO2)c3c5ccc4ncccc4c5
1477,c1ccc(cc1)P(c2ccccc2)c3ccccc3,IC1=CC=C2N=CC=CC2=C1,CO,[O-]P(=O)([O-])[O-].[K+].[K+].[K+],B(c1c(ccc2c1cnn2C3CCCCO3)C)(O)O,96.73999786376953,Cc3ccc1c(cnn1C2CCCCO2)c3c5ccc4ncccc4c5,IC1=CC=C2N=CC=CC2=C1.[O-]P(=O)([O-])[O-].[K+].[K+].[K+].B(c1c(ccc2c1cnn2C3CCCCO3)C)(O)O.c1ccc(cc1)P(c2ccccc2)c3ccccc3.[Pd].[O-]C(=O)C.[O-]C(=O)C.CO>>Cc3ccc1c(cnn1C2CCCCO2)c3c5ccc4ncccc4c5
1478,CC(C)(C)P(C1=CC=C(C=C1)N(C)C)C(C)(C)C.CC(C)(C)P(C1=CC=C(C=C1)N(C)C)C(C)(C)C.Cl[Pd]Cl,IC1=CC=C2N=CC=CC2=C1,CO,[O-]P(=O)([O-])[O-].[K+].[K+].[K+],B(c1c(ccc2c1cnn2C3CCCCO3)C)(O)O,92.81999969482422,Cc3ccc1c(cnn1C2CCCCO2)c3c5ccc4ncccc4c5,IC1=CC=C2N=CC=CC2=C1.[O-]P(=O)([O-])[O-].[K+].[K+].[K+].B(c1c(ccc2c1cnn2C3CCCCO3)C)(O)O.CC(C)(C)P(C1=CC=C(C=C1)N(C)C)C(C)(C)C.CC(C)(C)P(C1=CC=C(C=C1)N(C)C)C(C)(C)C.Cl[Pd]Cl.[Pd].[O-]C(=O)C.[O-]C(=O)C.CO>>Cc3ccc1c(cnn1C2CCCCO2)c3c5ccc4ncccc4c5
1479,C1CCC(CC1)P(C2CCCCC2)C3CCCCC3,IC1=CC=C2N=CC=CC2=C1,CO,[O-]P(=O)([O-])[O-].[K+].[K+].[K+],B(c1c(ccc2c1cnn2C3CCCCO3)C)(O)O,96.30000305175781,Cc3ccc1c(cnn1C2CCCCO2)c3c5ccc4ncccc4c5,IC1=CC=C2N=CC=CC2=C1.[O-]P(=O)([O-])[O-].[K+].[K+].[K+].B(c1c(ccc2c1cnn2C3CCCCO3)C)(O)O.C1CCC(CC1)P(C2CCCCC2)C3CCCCC3.[Pd].[O-]C(=O)C.[O-]C(=O)C.CO>>Cc3ccc1c(cnn1C2CCCCO2)c3c5ccc4ncccc4c5
1480,Cc1ccccc1P(c2ccccc2C)c3ccccc3C,IC1=CC=C2N=CC=CC2=C1,CO,[O-]P(=O)([O-])[O-].[K+].[K+].[K+],B(c1c(ccc2c1cnn2C3CCCCO3)C)(O)O,93.7300033569336,Cc3ccc1c(cnn1C2CCCCO2)c3c5ccc4ncccc4c5,IC1=CC=C2N=CC=CC2=C1.[O-]P(=O)([O-])[O-].[K+].[K+].[K+].B(c1c(ccc2c1cnn2C3CCCCO3)C)(O)O.Cc1ccccc1P(c2ccccc2C)c3ccccc3C.[Pd].[O-]C(=O)C.[O-]C(=O)C.CO>>Cc3ccc1c(cnn1C2CCCCO2)c3c5ccc4ncccc4c5
1481,CCCCP([C@@]12C[C@H]3C[C@@H](C1)C[C@@H](C2)C3)[C@@]45C[C@H]6C[C@@H](C4)C[C@@H](C5)C6,IC1=CC=C2N=CC=CC2=C1,CO,[O-]P(=O)([O-])[O-].[K+].[K+].[K+],B(c1c(ccc2c1cnn2C3CCCCO3)C)(O)O,95.37000274658203,Cc3ccc1c(cnn1C2CCCCO2)c3c5ccc4ncccc4c5,IC1=CC=C2N=CC=CC2=C1.[O-]P(=O)([O-])[O-].[K+].[K+].[K+].B(c1c(ccc2c1cnn2C3CCCCO3)C)(O)O.CCCCP([C@@]12C[C@H]3C[C@@H](C1)C[C@@H](C2)C3)[C@@]45C[C@H]6C[C@@H](C4)C[C@@H](C5)C6.[Pd].[O-]C(=O)C.[O-]C(=O)C.CO>>Cc3ccc1c(cnn1C2CCCCO2)c3c5ccc4ncccc4c5
1482,COc1cccc(c1c2ccccc2P(C3CCCCC3)C4CCCCC4)OC,IC1=CC=C2N=CC=CC2=C1,CO,[O-]P(=O)([O-])[O-].[K+].[K+].[K+],B(c1c(ccc2c1cnn2C3CCCCO3)C)(O)O,91.37000274658203,Cc3ccc1c(cnn1C2CCCCO2)c3c5ccc4ncccc4c5,IC1=CC=C2N=CC=CC2=C1.[O-]P(=O)([O-])[O-].[K+].[K+].[K+].B(c1c(ccc2c1cnn2C3CCCCO3)C)(O)O.COc1cccc(c1c2ccccc2P(C3CCCCC3)C4CCCCC4)OC.[Pd].[O-]C(=O)C.[O-]C(=O)C.CO>>Cc3ccc1c(cnn1C2CCCCO2)c3c5ccc4ncccc4c5
