entry,Base_SMILES,Ligand_SMILES,Solvent_SMILES,Concentration,Temp_C,Yield,Substrate,Ar_X,Catalyst,Product,rxn_SMILES
237,O=C([O-])C(C)(C)C.[Cs+],P(C1CCCCC1)(C2CCCCC2)C3CCCCC3,CCCC#N,0.1,120.0,3.1,N#Cc1ncn(C)c1,Brc1ccccc1F,C=C([CH2-])->[Pd++]1<-[Cl-]->[Pd++](<-C(=C)[CH2-])<-[Cl-]->1,N#Cc1ncn(C)c1c1ccccc1F,Brc1ccccc1F.N#Cc1ncn(C)c1.C=C([CH2-])->[Pd++]1<-[Cl-]->[Pd++](<-C(=C)[CH2-])<-[Cl-]->1.CCCC#N.P(C1CCCCC1)(C2CCCCC2)C3CCCCC3>>N#Cc1ncn(C)c1c1ccccc1F
238,O=C([O-])C(C)(C)C.[Cs+],P(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3,CCCC#N,0.1,120.0,7.36,N#Cc1ncn(C)c1,Brc1ccccc1F,C=C([CH2-])->[Pd++]1<-[Cl-]->[Pd++](<-C(=C)[CH2-])<-[Cl-]->1,N#Cc1ncn(C)c1c1ccccc1F,Brc1ccccc1F.N#Cc1ncn(C)c1.C=C([CH2-])->[Pd++]1<-[Cl-]->[Pd++](<-C(=C)[CH2-])<-[Cl-]->1.CCCC#N.P(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3>>N#Cc1ncn(C)c1c1ccccc1F
239,O=C([O-])C(C)(C)C.[Cs+],CC(C1=C(C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)C(C(C)C)=CC(C(C)C)=C1)C,CCCC#N,0.1,120.0,59.81,N#Cc1ncn(C)c1,Brc1ccccc1F,C=C([CH2-])->[Pd++]1<-[Cl-]->[Pd++](<-C(=C)[CH2-])<-[Cl-]->1,N#Cc1ncn(C)c1c1ccccc1F,Brc1ccccc1F.N#Cc1ncn(C)c1.C=C([CH2-])->[Pd++]1<-[Cl-]->[Pd++](<-C(=C)[CH2-])<-[Cl-]->1.CCCC#N.CC(C1=C(C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)C(C(C)C)=CC(C(C)C)=C1)C>>N#Cc1ncn(C)c1c1ccccc1F
240,O=C([O-])C.[K+],CC(C)C1=CC(C(C)C)=C(C(C(C)C)=C1)C2=C(P(C3CCCCC3)C4CCCCC4)C(OC)=CC=C2OC,CCCCOC(C)=O,0.1,120.0,25.86,N#Cc1ncn(C)c1,Brc1ccccc1F,C=C([CH2-])->[Pd++]1<-[Cl-]->[Pd++](<-C(=C)[CH2-])<-[Cl-]->1,N#Cc1ncn(C)c1c1ccccc1F,Brc1ccccc1F.N#Cc1ncn(C)c1.C=C([CH2-])->[Pd++]1<-[Cl-]->[Pd++](<-C(=C)[CH2-])<-[Cl-]->1.CCCCOC(C)=O.CC(C)C1=CC(C(C)C)=C(C(C(C)C)=C1)C2=C(P(C3CCCCC3)C4CCCCC4)C(OC)=CC=C2OC>>N#Cc1ncn(C)c1c1ccccc1F
241,O=C([O-])C.[K+],CC(C)(C)P(C1=CC=CC=C1)C(C)(C)C,CCCCOC(C)=O,0.1,120.0,0.0,N#Cc1ncn(C)c1,Brc1ccccc1F,C=C([CH2-])->[Pd++]1<-[Cl-]->[Pd++](<-C(=C)[CH2-])<-[Cl-]->1,N#Cc1ncn(C)c1c1ccccc1F,Brc1ccccc1F.N#Cc1ncn(C)c1.C=C([CH2-])->[Pd++]1<-[Cl-]->[Pd++](<-C(=C)[CH2-])<-[Cl-]->1.CCCCOC(C)=O.CC(C)(C)P(C1=CC=CC=C1)C(C)(C)C>>N#Cc1ncn(C)c1c1ccccc1F
242,O=C([O-])C.[K+],CN(C)C1=CC=CC(N(C)C)=C1C2=CC=CC=C2P(C(C)(C)C)C3=CC=CC=C3,CCCCOC(C)=O,0.1,120.0,0.0,N#Cc1ncn(C)c1,Brc1ccccc1F,C=C([CH2-])->[Pd++]1<-[Cl-]->[Pd++](<-C(=C)[CH2-])<-[Cl-]->1,N#Cc1ncn(C)c1c1ccccc1F,Brc1ccccc1F.N#Cc1ncn(C)c1.C=C([CH2-])->[Pd++]1<-[Cl-]->[Pd++](<-C(=C)[CH2-])<-[Cl-]->1.CCCCOC(C)=O.CN(C)C1=CC=CC(N(C)C)=C1C2=CC=CC=C2P(C(C)(C)C)C3=CC=CC=C3>>N#Cc1ncn(C)c1c1ccccc1F
243,O=C([O-])C.[K+],P(C1CCCCC1)(C2CCCCC2)C3CCCCC3,CCCCOC(C)=O,0.1,120.0,0.0,N#Cc1ncn(C)c1,Brc1ccccc1F,C=C([CH2-])->[Pd++]1<-[Cl-]->[Pd++](<-C(=C)[CH2-])<-[Cl-]->1,N#Cc1ncn(C)c1c1ccccc1F,Brc1ccccc1F.N#Cc1ncn(C)c1.C=C([CH2-])->[Pd++]1<-[Cl-]->[Pd++](<-C(=C)[CH2-])<-[Cl-]->1.CCCCOC(C)=O.P(C1CCCCC1)(C2CCCCC2)C3CCCCC3>>N#Cc1ncn(C)c1c1ccccc1F
244,O=C([O-])C.[K+],P(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3,CCCCOC(C)=O,0.1,120.0,7.89,N#Cc1ncn(C)c1,Brc1ccccc1F,C=C([CH2-])->[Pd++]1<-[Cl-]->[Pd++](<-C(=C)[CH2-])<-[Cl-]->1,N#Cc1ncn(C)c1c1ccccc1F,Brc1ccccc1F.N#Cc1ncn(C)c1.C=C([CH2-])->[Pd++]1<-[Cl-]->[Pd++](<-C(=C)[CH2-])<-[Cl-]->1.CCCCOC(C)=O.P(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3>>N#Cc1ncn(C)c1c1ccccc1F
245,O=C([O-])C.[K+],CC(C1=C(C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)C(C(C)C)=CC(C(C)C)=C1)C,CCCCOC(C)=O,0.1,120.0,73.71,N#Cc1ncn(C)c1,Brc1ccccc1F,C=C([CH2-])->[Pd++]1<-[Cl-]->[Pd++](<-C(=C)[CH2-])<-[Cl-]->1,N#Cc1ncn(C)c1c1ccccc1F,Brc1ccccc1F.N#Cc1ncn(C)c1.C=C([CH2-])->[Pd++]1<-[Cl-]->[Pd++](<-C(=C)[CH2-])<-[Cl-]->1.CCCCOC(C)=O.CC(C1=C(C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)C(C(C)C)=CC(C(C)C)=C1)C>>N#Cc1ncn(C)c1c1ccccc1F
246,O=C([O-])C(C)(C)C.[K+],CC(C)C1=CC(C(C)C)=C(C(C(C)C)=C1)C2=C(P(C3CCCCC3)C4CCCCC4)C(OC)=CC=C2OC,CCCCOC(C)=O,0.1,120.0,43.18,N#Cc1ncn(C)c1,Brc1ccccc1F,C=C([CH2-])->[Pd++]1<-[Cl-]->[Pd++](<-C(=C)[CH2-])<-[Cl-]->1,N#Cc1ncn(C)c1c1ccccc1F,Brc1ccccc1F.N#Cc1ncn(C)c1.C=C([CH2-])->[Pd++]1<-[Cl-]->[Pd++](<-C(=C)[CH2-])<-[Cl-]->1.CCCCOC(C)=O.CC(C)C1=CC(C(C)C)=C(C(C(C)C)=C1)C2=C(P(C3CCCCC3)C4CCCCC4)C(OC)=CC=C2OC>>N#Cc1ncn(C)c1c1ccccc1F
247,O=C([O-])C(C)(C)C.[K+],CC(C)(C)P(C1=CC=CC=C1)C(C)(C)C,CCCCOC(C)=O,0.1,120.0,0.0,N#Cc1ncn(C)c1,Brc1ccccc1F,C=C([CH2-])->[Pd++]1<-[Cl-]->[Pd++](<-C(=C)[CH2-])<-[Cl-]->1,N#Cc1ncn(C)c1c1ccccc1F,Brc1ccccc1F.N#Cc1ncn(C)c1.C=C([CH2-])->[Pd++]1<-[Cl-]->[Pd++](<-C(=C)[CH2-])<-[Cl-]->1.CCCCOC(C)=O.CC(C)(C)P(C1=CC=CC=C1)C(C)(C)C>>N#Cc1ncn(C)c1c1ccccc1F
248,O=C([O-])C(C)(C)C.[K+],CN(C)C1=CC=CC(N(C)C)=C1C2=CC=CC=C2P(C(C)(C)C)C3=CC=CC=C3,CCCCOC(C)=O,0.1,120.0,0.0,N#Cc1ncn(C)c1,Brc1ccccc1F,C=C([CH2-])->[Pd++]1<-[Cl-]->[Pd++](<-C(=C)[CH2-])<-[Cl-]->1,N#Cc1ncn(C)c1c1ccccc1F,Brc1ccccc1F.N#Cc1ncn(C)c1.C=C([CH2-])->[Pd++]1<-[Cl-]->[Pd++](<-C(=C)[CH2-])<-[Cl-]->1.CCCCOC(C)=O.CN(C)C1=CC=CC(N(C)C)=C1C2=CC=CC=C2P(C(C)(C)C)C3=CC=CC=C3>>N#Cc1ncn(C)c1c1ccccc1F
249,O=C([O-])C(C)(C)C.[K+],P(C1CCCCC1)(C2CCCCC2)C3CCCCC3,CCCCOC(C)=O,0.1,120.0,0.0,N#Cc1ncn(C)c1,Brc1ccccc1F,C=C([CH2-])->[Pd++]1<-[Cl-]->[Pd++](<-C(=C)[CH2-])<-[Cl-]->1,N#Cc1ncn(C)c1c1ccccc1F,Brc1ccccc1F.N#Cc1ncn(C)c1.C=C([CH2-])->[Pd++]1<-[Cl-]->[Pd++](<-C(=C)[CH2-])<-[Cl-]->1.CCCCOC(C)=O.P(C1CCCCC1)(C2CCCCC2)C3CCCCC3>>N#Cc1ncn(C)c1c1ccccc1F
250,O=C([O-])C(C)(C)C.[K+],P(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3,CCCCOC(C)=O,0.1,120.0,4.23,N#Cc1ncn(C)c1,Brc1ccccc1F,C=C([CH2-])->[Pd++]1<-[Cl-]->[Pd++](<-C(=C)[CH2-])<-[Cl-]->1,N#Cc1ncn(C)c1c1ccccc1F,Brc1ccccc1F.N#Cc1ncn(C)c1.C=C([CH2-])->[Pd++]1<-[Cl-]->[Pd++](<-C(=C)[CH2-])<-[Cl-]->1.CCCCOC(C)=O.P(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3>>N#Cc1ncn(C)c1c1ccccc1F
251,O=C([O-])C(C)(C)C.[K+],CC(C1=C(C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)C(C(C)C)=CC(C(C)C)=C1)C,CCCCOC(C)=O,0.1,120.0,66.49,N#Cc1ncn(C)c1,Brc1ccccc1F,C=C([CH2-])->[Pd++]1<-[Cl-]->[Pd++](<-C(=C)[CH2-])<-[Cl-]->1,N#Cc1ncn(C)c1c1ccccc1F,Brc1ccccc1F.N#Cc1ncn(C)c1.C=C([CH2-])->[Pd++]1<-[Cl-]->[Pd++](<-C(=C)[CH2-])<-[Cl-]->1.CCCCOC(C)=O.CC(C1=C(C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)C(C(C)C)=CC(C(C)C)=C1)C>>N#Cc1ncn(C)c1c1ccccc1F
252,O=C([O-])C.[Cs+],CC(C)C1=CC(C(C)C)=C(C(C(C)C)=C1)C2=C(P(C3CCCCC3)C4CCCCC4)C(OC)=CC=C2OC,CCCCOC(C)=O,0.1,120.0,35.91,N#Cc1ncn(C)c1,Brc1ccccc1F,C=C([CH2-])->[Pd++]1<-[Cl-]->[Pd++](<-C(=C)[CH2-])<-[Cl-]->1,N#Cc1ncn(C)c1c1ccccc1F,Brc1ccccc1F.N#Cc1ncn(C)c1.C=C([CH2-])->[Pd++]1<-[Cl-]->[Pd++](<-C(=C)[CH2-])<-[Cl-]->1.CCCCOC(C)=O.CC(C)C1=CC(C(C)C)=C(C(C(C)C)=C1)C2=C(P(C3CCCCC3)C4CCCCC4)C(OC)=CC=C2OC>>N#Cc1ncn(C)c1c1ccccc1F
253,O=C([O-])C.[Cs+],CC(C)(C)P(C1=CC=CC=C1)C(C)(C)C,CCCCOC(C)=O,0.1,120.0,0.0,N#Cc1ncn(C)c1,Brc1ccccc1F,C=C([CH2-])->[Pd++]1<-[Cl-]->[Pd++](<-C(=C)[CH2-])<-[Cl-]->1,N#Cc1ncn(C)c1c1ccccc1F,Brc1ccccc1F.N#Cc1ncn(C)c1.C=C([CH2-])->[Pd++]1<-[Cl-]->[Pd++](<-C(=C)[CH2-])<-[Cl-]->1.CCCCOC(C)=O.CC(C)(C)P(C1=CC=CC=C1)C(C)(C)C>>N#Cc1ncn(C)c1c1ccccc1F
254,O=C([O-])C.[Cs+],CN(C)C1=CC=CC(N(C)C)=C1C2=CC=CC=C2P(C(C)(C)C)C3=CC=CC=C3,CCCCOC(C)=O,0.1,120.0,0.0,N#Cc1ncn(C)c1,Brc1ccccc1F,C=C([CH2-])->[Pd++]1<-[Cl-]->[Pd++](<-C(=C)[CH2-])<-[Cl-]->1,N#Cc1ncn(C)c1c1ccccc1F,Brc1ccccc1F.N#Cc1ncn(C)c1.C=C([CH2-])->[Pd++]1<-[Cl-]->[Pd++](<-C(=C)[CH2-])<-[Cl-]->1.CCCCOC(C)=O.CN(C)C1=CC=CC(N(C)C)=C1C2=CC=CC=C2P(C(C)(C)C)C3=CC=CC=C3>>N#Cc1ncn(C)c1c1ccccc1F
255,O=C([O-])C.[Cs+],P(C1CCCCC1)(C2CCCCC2)C3CCCCC3,CCCCOC(C)=O,0.1,120.0,0.03,N#Cc1ncn(C)c1,Brc1ccccc1F,C=C([CH2-])->[Pd++]1<-[Cl-]->[Pd++](<-C(=C)[CH2-])<-[Cl-]->1,N#Cc1ncn(C)c1c1ccccc1F,Brc1ccccc1F.N#Cc1ncn(C)c1.C=C([CH2-])->[Pd++]1<-[Cl-]->[Pd++](<-C(=C)[CH2-])<-[Cl-]->1.CCCCOC(C)=O.P(C1CCCCC1)(C2CCCCC2)C3CCCCC3>>N#Cc1ncn(C)c1c1ccccc1F
256,O=C([O-])C.[Cs+],P(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3,CCCCOC(C)=O,0.1,120.0,4.94,N#Cc1ncn(C)c1,Brc1ccccc1F,C=C([CH2-])->[Pd++]1<-[Cl-]->[Pd++](<-C(=C)[CH2-])<-[Cl-]->1,N#Cc1ncn(C)c1c1ccccc1F,Brc1ccccc1F.N#Cc1ncn(C)c1.C=C([CH2-])->[Pd++]1<-[Cl-]->[Pd++](<-C(=C)[CH2-])<-[Cl-]->1.CCCCOC(C)=O.P(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3>>N#Cc1ncn(C)c1c1ccccc1F
257,O=C([O-])C.[Cs+],CC(C1=C(C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)C(C(C)C)=CC(C(C)C)=C1)C,CCCCOC(C)=O,0.1,120.0,2.79,N#Cc1ncn(C)c1,Brc1ccccc1F,C=C([CH2-])->[Pd++]1<-[Cl-]->[Pd++](<-C(=C)[CH2-])<-[Cl-]->1,N#Cc1ncn(C)c1c1ccccc1F,Brc1ccccc1F.N#Cc1ncn(C)c1.C=C([CH2-])->[Pd++]1<-[Cl-]->[Pd++](<-C(=C)[CH2-])<-[Cl-]->1.CCCCOC(C)=O.CC(C1=C(C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)C(C(C)C)=CC(C(C)C)=C1)C>>N#Cc1ncn(C)c1c1ccccc1F
258,O=C([O-])C(C)(C)C.[Cs+],CC(C)C1=CC(C(C)C)=C(C(C(C)C)=C1)C2=C(P(C3CCCCC3)C4CCCCC4)C(OC)=CC=C2OC,CCCCOC(C)=O,0.1,120.0,51.99,N#Cc1ncn(C)c1,Brc1ccccc1F,C=C([CH2-])->[Pd++]1<-[Cl-]->[Pd++](<-C(=C)[CH2-])<-[Cl-]->1,N#Cc1ncn(C)c1c1ccccc1F,Brc1ccccc1F.N#Cc1ncn(C)c1.C=C([CH2-])->[Pd++]1<-[Cl-]->[Pd++](<-C(=C)[CH2-])<-[Cl-]->1.CCCCOC(C)=O.CC(C)C1=CC(C(C)C)=C(C(C(C)C)=C1)C2=C(P(C3CCCCC3)C4CCCCC4)C(OC)=CC=C2OC>>N#Cc1ncn(C)c1c1ccccc1F
259,O=C([O-])C(C)(C)C.[Cs+],CC(C)(C)P(C1=CC=CC=C1)C(C)(C)C,CCCCOC(C)=O,0.1,120.0,0.0,N#Cc1ncn(C)c1,Brc1ccccc1F,C=C([CH2-])->[Pd++]1<-[Cl-]->[Pd++](<-C(=C)[CH2-])<-[Cl-]->1,N#Cc1ncn(C)c1c1ccccc1F,Brc1ccccc1F.N#Cc1ncn(C)c1.C=C([CH2-])->[Pd++]1<-[Cl-]->[Pd++](<-C(=C)[CH2-])<-[Cl-]->1.CCCCOC(C)=O.CC(C)(C)P(C1=CC=CC=C1)C(C)(C)C>>N#Cc1ncn(C)c1c1ccccc1F
260,O=C([O-])C(C)(C)C.[Cs+],CN(C)C1=CC=CC(N(C)C)=C1C2=CC=CC=C2P(C(C)(C)C)C3=CC=CC=C3,CCCCOC(C)=O,0.1,120.0,19.42,N#Cc1ncn(C)c1,Brc1ccccc1F,C=C([CH2-])->[Pd++]1<-[Cl-]->[Pd++](<-C(=C)[CH2-])<-[Cl-]->1,N#Cc1ncn(C)c1c1ccccc1F,Brc1ccccc1F.N#Cc1ncn(C)c1.C=C([CH2-])->[Pd++]1<-[Cl-]->[Pd++](<-C(=C)[CH2-])<-[Cl-]->1.CCCCOC(C)=O.CN(C)C1=CC=CC(N(C)C)=C1C2=CC=CC=C2P(C(C)(C)C)C3=CC=CC=C3>>N#Cc1ncn(C)c1c1ccccc1F
261,O=C([O-])C(C)(C)C.[Cs+],P(C1CCCCC1)(C2CCCCC2)C3CCCCC3,CCCCOC(C)=O,0.1,120.0,1.37,N#Cc1ncn(C)c1,Brc1ccccc1F,C=C([CH2-])->[Pd++]1<-[Cl-]->[Pd++](<-C(=C)[CH2-])<-[Cl-]->1,N#Cc1ncn(C)c1c1ccccc1F,Brc1ccccc1F.N#Cc1ncn(C)c1.C=C([CH2-])->[Pd++]1<-[Cl-]->[Pd++](<-C(=C)[CH2-])<-[Cl-]->1.CCCCOC(C)=O.P(C1CCCCC1)(C2CCCCC2)C3CCCCC3>>N#Cc1ncn(C)c1c1ccccc1F
262,O=C([O-])C(C)(C)C.[Cs+],P(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3,CCCCOC(C)=O,0.1,120.0,2.49,N#Cc1ncn(C)c1,Brc1ccccc1F,C=C([CH2-])->[Pd++]1<-[Cl-]->[Pd++](<-C(=C)[CH2-])<-[Cl-]->1,N#Cc1ncn(C)c1c1ccccc1F,Brc1ccccc1F.N#Cc1ncn(C)c1.C=C([CH2-])->[Pd++]1<-[Cl-]->[Pd++](<-C(=C)[CH2-])<-[Cl-]->1.CCCCOC(C)=O.P(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3>>N#Cc1ncn(C)c1c1ccccc1F
263,O=C([O-])C(C)(C)C.[Cs+],CC(C1=C(C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)C(C(C)C)=CC(C(C)C)=C1)C,CCCCOC(C)=O,0.1,120.0,52.22,N#Cc1ncn(C)c1,Brc1ccccc1F,C=C([CH2-])->[Pd++]1<-[Cl-]->[Pd++](<-C(=C)[CH2-])<-[Cl-]->1,N#Cc1ncn(C)c1c1ccccc1F,Brc1ccccc1F.N#Cc1ncn(C)c1.C=C([CH2-])->[Pd++]1<-[Cl-]->[Pd++](<-C(=C)[CH2-])<-[Cl-]->1.CCCCOC(C)=O.CC(C1=C(C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)C(C(C)C)=CC(C(C)C)=C1)C>>N#Cc1ncn(C)c1c1ccccc1F
264,O=C([O-])C.[K+],CC(C)C1=CC(C(C)C)=C(C(C(C)C)=C1)C2=C(P(C3CCCCC3)C4CCCCC4)C(OC)=CC=C2OC,CC1=CC=C(C)C=C1,0.1,120.0,18.55,N#Cc1ncn(C)c1,Brc1ccccc1F,C=C([CH2-])->[Pd++]1<-[Cl-]->[Pd++](<-C(=C)[CH2-])<-[Cl-]->1,N#Cc1ncn(C)c1c1ccccc1F,Brc1ccccc1F.N#Cc1ncn(C)c1.C=C([CH2-])->[Pd++]1<-[Cl-]->[Pd++](<-C(=C)[CH2-])<-[Cl-]->1.CC1=CC=C(C)C=C1.CC(C)C1=CC(C(C)C)=C(C(C(C)C)=C1)C2=C(P(C3CCCCC3)C4CCCCC4)C(OC)=CC=C2OC>>N#Cc1ncn(C)c1c1ccccc1F
265,O=C([O-])C.[K+],CC(C)(C)P(C1=CC=CC=C1)C(C)(C)C,CC1=CC=C(C)C=C1,0.1,120.0,0.0,N#Cc1ncn(C)c1,Brc1ccccc1F,C=C([CH2-])->[Pd++]1<-[Cl-]->[Pd++](<-C(=C)[CH2-])<-[Cl-]->1,N#Cc1ncn(C)c1c1ccccc1F,Brc1ccccc1F.N#Cc1ncn(C)c1.C=C([CH2-])->[Pd++]1<-[Cl-]->[Pd++](<-C(=C)[CH2-])<-[Cl-]->1.CC1=CC=C(C)C=C1.CC(C)(C)P(C1=CC=CC=C1)C(C)(C)C>>N#Cc1ncn(C)c1c1ccccc1F
266,O=C([O-])C.[K+],CN(C)C1=CC=CC(N(C)C)=C1C2=CC=CC=C2P(C(C)(C)C)C3=CC=CC=C3,CC1=CC=C(C)C=C1,0.1,120.0,5.69,N#Cc1ncn(C)c1,Brc1ccccc1F,C=C([CH2-])->[Pd++]1<-[Cl-]->[Pd++](<-C(=C)[CH2-])<-[Cl-]->1,N#Cc1ncn(C)c1c1ccccc1F,Brc1ccccc1F.N#Cc1ncn(C)c1.C=C([CH2-])->[Pd++]1<-[Cl-]->[Pd++](<-C(=C)[CH2-])<-[Cl-]->1.CC1=CC=C(C)C=C1.CN(C)C1=CC=CC(N(C)C)=C1C2=CC=CC=C2P(C(C)(C)C)C3=CC=CC=C3>>N#Cc1ncn(C)c1c1ccccc1F
267,O=C([O-])C.[K+],P(C1CCCCC1)(C2CCCCC2)C3CCCCC3,CC1=CC=C(C)C=C1,0.1,120.0,0.0,N#Cc1ncn(C)c1,Brc1ccccc1F,C=C([CH2-])->[Pd++]1<-[Cl-]->[Pd++](<-C(=C)[CH2-])<-[Cl-]->1,N#Cc1ncn(C)c1c1ccccc1F,Brc1ccccc1F.N#Cc1ncn(C)c1.C=C([CH2-])->[Pd++]1<-[Cl-]->[Pd++](<-C(=C)[CH2-])<-[Cl-]->1.CC1=CC=C(C)C=C1.P(C1CCCCC1)(C2CCCCC2)C3CCCCC3>>N#Cc1ncn(C)c1c1ccccc1F
268,O=C([O-])C.[K+],P(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3,CC1=CC=C(C)C=C1,0.1,120.0,5.94,N#Cc1ncn(C)c1,Brc1ccccc1F,C=C([CH2-])->[Pd++]1<-[Cl-]->[Pd++](<-C(=C)[CH2-])<-[Cl-]->1,N#Cc1ncn(C)c1c1ccccc1F,Brc1ccccc1F.N#Cc1ncn(C)c1.C=C([CH2-])->[Pd++]1<-[Cl-]->[Pd++](<-C(=C)[CH2-])<-[Cl-]->1.CC1=CC=C(C)C=C1.P(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3>>N#Cc1ncn(C)c1c1ccccc1F
269,O=C([O-])C.[K+],CC(C1=C(C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)C(C(C)C)=CC(C(C)C)=C1)C,CC1=CC=C(C)C=C1,0.1,120.0,67.04,N#Cc1ncn(C)c1,Brc1ccccc1F,C=C([CH2-])->[Pd++]1<-[Cl-]->[Pd++](<-C(=C)[CH2-])<-[Cl-]->1,N#Cc1ncn(C)c1c1ccccc1F,Brc1ccccc1F.N#Cc1ncn(C)c1.C=C([CH2-])->[Pd++]1<-[Cl-]->[Pd++](<-C(=C)[CH2-])<-[Cl-]->1.CC1=CC=C(C)C=C1.CC(C1=C(C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)C(C(C)C)=CC(C(C)C)=C1)C>>N#Cc1ncn(C)c1c1ccccc1F
270,O=C([O-])C(C)(C)C.[K+],CC(C)C1=CC(C(C)C)=C(C(C(C)C)=C1)C2=C(P(C3CCCCC3)C4CCCCC4)C(OC)=CC=C2OC,CC1=CC=C(C)C=C1,0.1,120.0,37.36,N#Cc1ncn(C)c1,Brc1ccccc1F,C=C([CH2-])->[Pd++]1<-[Cl-]->[Pd++](<-C(=C)[CH2-])<-[Cl-]->1,N#Cc1ncn(C)c1c1ccccc1F,Brc1ccccc1F.N#Cc1ncn(C)c1.C=C([CH2-])->[Pd++]1<-[Cl-]->[Pd++](<-C(=C)[CH2-])<-[Cl-]->1.CC1=CC=C(C)C=C1.CC(C)C1=CC(C(C)C)=C(C(C(C)C)=C1)C2=C(P(C3CCCCC3)C4CCCCC4)C(OC)=CC=C2OC>>N#Cc1ncn(C)c1c1ccccc1F
271,O=C([O-])C(C)(C)C.[K+],CC(C)(C)P(C1=CC=CC=C1)C(C)(C)C,CC1=CC=C(C)C=C1,0.1,120.0,0.0,N#Cc1ncn(C)c1,Brc1ccccc1F,C=C([CH2-])->[Pd++]1<-[Cl-]->[Pd++](<-C(=C)[CH2-])<-[Cl-]->1,N#Cc1ncn(C)c1c1ccccc1F,Brc1ccccc1F.N#Cc1ncn(C)c1.C=C([CH2-])->[Pd++]1<-[Cl-]->[Pd++](<-C(=C)[CH2-])<-[Cl-]->1.CC1=CC=C(C)C=C1.CC(C)(C)P(C1=CC=CC=C1)C(C)(C)C>>N#Cc1ncn(C)c1c1ccccc1F
272,O=C([O-])C(C)(C)C.[K+],CN(C)C1=CC=CC(N(C)C)=C1C2=CC=CC=C2P(C(C)(C)C)C3=CC=CC=C3,CC1=CC=C(C)C=C1,0.1,120.0,20.87,N#Cc1ncn(C)c1,Brc1ccccc1F,C=C([CH2-])->[Pd++]1<-[Cl-]->[Pd++](<-C(=C)[CH2-])<-[Cl-]->1,N#Cc1ncn(C)c1c1ccccc1F,Brc1ccccc1F.N#Cc1ncn(C)c1.C=C([CH2-])->[Pd++]1<-[Cl-]->[Pd++](<-C(=C)[CH2-])<-[Cl-]->1.CC1=CC=C(C)C=C1.CN(C)C1=CC=CC(N(C)C)=C1C2=CC=CC=C2P(C(C)(C)C)C3=CC=CC=C3>>N#Cc1ncn(C)c1c1ccccc1F
273,O=C([O-])C(C)(C)C.[K+],P(C1CCCCC1)(C2CCCCC2)C3CCCCC3,CC1=CC=C(C)C=C1,0.1,120.0,0.0,N#Cc1ncn(C)c1,Brc1ccccc1F,C=C([CH2-])->[Pd++]1<-[Cl-]->[Pd++](<-C(=C)[CH2-])<-[Cl-]->1,N#Cc1ncn(C)c1c1ccccc1F,Brc1ccccc1F.N#Cc1ncn(C)c1.C=C([CH2-])->[Pd++]1<-[Cl-]->[Pd++](<-C(=C)[CH2-])<-[Cl-]->1.CC1=CC=C(C)C=C1.P(C1CCCCC1)(C2CCCCC2)C3CCCCC3>>N#Cc1ncn(C)c1c1ccccc1F
274,O=C([O-])C(C)(C)C.[K+],P(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3,CC1=CC=C(C)C=C1,0.1,120.0,4.48,N#Cc1ncn(C)c1,Brc1ccccc1F,C=C([CH2-])->[Pd++]1<-[Cl-]->[Pd++](<-C(=C)[CH2-])<-[Cl-]->1,N#Cc1ncn(C)c1c1ccccc1F,Brc1ccccc1F.N#Cc1ncn(C)c1.C=C([CH2-])->[Pd++]1<-[Cl-]->[Pd++](<-C(=C)[CH2-])<-[Cl-]->1.CC1=CC=C(C)C=C1.P(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3>>N#Cc1ncn(C)c1c1ccccc1F
